num_ligne;Année;Code académie;Nom académie;Discipline;IPS moyen;Caractéristique;Score moyen;Ecart type;groupe 1;groupe 2;groupe 3;groupe 4;groupe 5;groupe 6
199;2020;03;BESANCON;Français;113.3;Ensemble;274.4;41.3;2.0;7.3;18.5;25.9;21.6;24.6
201;2020;03;BESANCON;Français;113.3;Garçon;271.8;40.9;2.4;7.7;19.7;26.3;22.0;22.0
207;2020;04;BORDEAUX;Français;118.7;Garçon;274.0;42.2;2.7;7.9;18.1;24.5;21.3;25.5
212;2020;06;CLERMONT-FERRAND;Français;115.2;Fille;282.3;45.1;1.9;6.0;15.2;23.4;21.2;32.3
213;2020;06;CLERMONT-FERRAND;Français;115.2;Garçon;272.6;41.7;2.4;8.1;19.4;25.4;20.6;24.0
214;2020;06;CLERMONT-FERRAND;Mathématiques;115.2;Ensemble;268.6;45.8;4.0;11.4;21.7;22.8;17.7;22.6
219;2020;07;DIJON;Français;112.9;Garçon;268.3;40.2;3.1;9.3;20.0;26.1;21.3;20.1
222;2020;07;DIJON;Mathématiques;112.9;Garçon;266.9;47.2;4.9;12.7;21.4;22.4;16.5;22.1
224;2020;08;GRENOBLE;Français;118.8;Fille;280.2;44.7;2.1;6.5;16.6;23.2;20.9;30.7
225;2020;08;GRENOBLE;Français;118.8;Garçon;271.1;42.0;3.3;8.2;19.1;24.9;21.4;23.0
226;2020;08;GRENOBLE;Mathématiques;118.8;Ensemble;267.5;48.0;5.1;12.3;21.2;22.1;16.7;22.5
228;2020;08;GRENOBLE;Mathématiques;118.8;Garçon;274.6;49.3;3.8;10.0;18.9;21.9;18.0;27.5
239;2020;10;LYON;Mathématiques;117.6;Fille;262.1;47.2;7.2;13.9;21.5;21.9;15.9;19.6
240;2020;10;LYON;Mathématiques;117.6;Garçon;273.3;50.7;4.7;11.0;18.1;21.2;17.7;27.3
241;2020;11;MONTPELLIER;Français;112.1;Ensemble;270.4;44.0;3.6;9.8;19.9;23.9;19.2;23.6
242;2020;11;MONTPELLIER;Français;112.1;Fille;274.3;45.0;2.9;8.9;18.8;23.3;19.8;26.4
246;2020;11;MONTPELLIER;Mathématiques;112.1;Garçon;262.0;47.6;6.2;14.6;23.3;21.2;15.0;19.7
251;2020;12;NANCY-METZ;Mathématiques;111.2;Fille;256.7;43.5;6.5;16.0;25.6;22.6;13.7;15.5
252;2020;12;NANCY-METZ;Mathématiques;111.2;Garçon;268.9;47.2;4.2;11.7;21.7;22.2;16.9;23.2
267;2020;15;STRASBOURG;Français;114.0;Garçon;266.7;43.4;4.1;11.0;21.5;24.3;17.9;21.2
276;2020;16;TOULOUSE;Mathématiques;120.1;Garçon;278.0;51.2;3.8;9.3;17.6;20.9;18.0;30.3
279;2020;17;NANTES;Français;118.4;Garçon;272.2;40.8;2.3;7.5;19.9;26.2;21.4;22.8
280;2020;17;NANTES;Mathématiques;118.4;Ensemble;273.6;46.3;3.0;9.4;19.9;23.3;19.1;25.4
286;2020;18;ORLEANS-TOURS;Mathématiques;114.2;Ensemble;260.3;45.7;6.2;15.0;23.9;22.2;14.5;18.2
288;2020;18;ORLEANS-TOURS;Mathématiques;114.2;Garçon;267.5;47.5;4.7;12.5;22.0;22.3;16.0;22.6
298;2020;20;AMIENS;Mathématiques;108.7;Ensemble;249.5;44.5;10.3;20.2;24.8;20.0;12.0;12.7
304;2020;22;LIMOGES;Mathématiques;114.0;Ensemble;259.3;44.7;6.6;15.4;23.3;22.0;15.7;17.1
305;2020;22;LIMOGES;Mathématiques;114.0;Fille;253.2;42.3;8.0;18.4;24.2;21.6;14.1;13.7
307;2020;23;NICE;Français;115.7;Ensemble;271.3;44.2;3.8;9.2;19.5;23.2;20.2;24.1
312;2020;23;NICE;Mathématiques;115.7;Garçon;263.6;48.7;6.5;14.4;21.5;21.5;15.2;20.9
313;2020;24;CRETEIL;Français;107.8;Ensemble;262.5;45.8;6.2;13.3;22.2;22.2;16.7;19.6
317;2020;24;CRETEIL;Mathématiques;107.8;Fille;240.8;45.6;16.7;22.4;23.4;17.1;10.0;10.5
318;2020;24;CRETEIL;Mathématiques;107.8;Garçon;251.0;50.0;12.6;19.4;21.9;18.0;12.5;15.6
321;2020;25;VERSAILLES;Français;123.2;Garçon;270.5;46.5;4.6;10.6;18.6;22.4;19.0;24.8
328;2020;27;CORSE;Mathématiques;110.1;Ensemble;246.2;43.8;13.2;19.6;25.3;17.8;13.3;10.8
329;2020;27;CORSE;Mathématiques;110.1;Fille;241.3;42.1;15.5;20.7;25.7;17.3;12.6;8.2
337;2020;31;MARTINIQUE;Français;104.1;Ensemble;253.4;44.1;9.0;16.0;25.5;21.0;14.8;13.7
338;2020;31;MARTINIQUE;Français;104.1;Fille;258.1;45.1;7.2;15.2;24.8;20.4;16.5;16.0
343;2020;32;GUADELOUPE;Français;99.6;Ensemble;246.2;43.4;11.8;20.0;25.0;19.9;12.4;10.8
351;2020;33;GUYANE;Français;87.3;Garçon;233.3;40.0;18.9;23.9;26.9;15.7;8.4;6.1
358;2020;43;MAYOTTE;Mathématiques;72.2;Ensemble;190.6;35.3;64.6;20.5;9.7;3.0;1.5;0.7
359;2020;43;MAYOTTE;Mathématiques;72.2;Fille;190.6;33.7;64.8;21.4;9.1;2.9;1.6;0.3
367;2020;;NATIONAL;Français;114.9;Ensemble;271.9;45.6;3.9;9.4;19.0;23.2;19.4;25.0
375;2021;01;PARIS;Français;130.0;Garçon;284.3;49.6;3.5;7.1;13.7;19.4;20.0;36.4
377;2021;01;PARIS;Mathématiques;130.0;Fille;269.3;55.7;9.0;12.8;17.0;18.4;15.3;27.5
378;2021;01;PARIS;Mathématiques;130.0;Garçon;285.4;62.4;6.7;9.4;13.4;16.3;15.6;38.6
382;2021;02;AIX-MARSEILLE;Mathématiques;113.9;Ensemble;250.4;49.2;12.9;18.3;22.3;19.1;12.4;14.9
384;2021;02;AIX-MARSEILLE;Mathématiques;113.9;Garçon;258.7;51.4;10.0;14.9;21.1;20.6;14.3;19.2
389;2021;03;BESANCON;Mathématiques;113.7;Fille;255.0;45.1;8.2;18.0;23.6;20.8;14.1;15.3
391;2021;04;BORDEAUX;Français;119.5;Ensemble;277.2;43.0;2.2;7.3;16.9;23.7;21.9;28.0
392;2021;04;BORDEAUX;Français;119.5;Fille;282.2;43.2;1.4;5.9;15.7;22.7;22.4;32.0
396;2021;04;BORDEAUX;Mathématiques;119.5;Garçon;269.4;49.6;5.2;11.7;20.5;21.1;16.6;24.9
397;2021;06;CLERMONT-FERRAND;Français;116.1;Ensemble;277.3;44.2;2.7;7.0;17.3;23.8;20.8;28.5
401;2021;06;CLERMONT-FERRAND;Mathématiques;116.1;Fille;255.5;45.4;8.5;16.2;23.7;21.8;14.4;15.4
404;2021;07;DIJON;Français;112.9;Fille;276.9;42.4;1.7;7.2;17.8;25.4;21.4;26.5
414;2021;08;GRENOBLE;Mathématiques;119.0;Garçon;273.2;49.8;4.5;10.5;18.8;21.9;17.7;26.7
429;2021;11;MONTPELLIER;Français;112.5;Garçon;265.3;41.7;4.4;10.8;21.4;24.8;19.6;19.0
436;2021;12;NANCY-METZ;Mathématiques;111.5;Ensemble;258.2;46.8;7.9;16.3;22.7;21.1;14.3;17.7
439;2021;13;POITIERS;Français;116.2;Ensemble;273.1;41.3;2.4;7.9;18.8;25.0;21.8;24.0
444;2021;13;POITIERS;Mathématiques;116.2;Garçon;262.5;48.5;7.5;13.9;21.1;21.3;16.0;20.3
445;2021;14;RENNES;Français;119.3;Ensemble;278.8;40.8;1.2;5.6;17.2;25.4;22.3;28.2
466;2021;17;NANTES;Mathématiques;118.8;Ensemble;267.4;46.8;5.0;11.6;20.9;23.1;17.3;22.1
474;2021;18;ORLEANS-TOURS;Mathématiques;114.9;Garçon;263.9;48.6;6.7;13.2;21.7;21.9;15.9;20.6
479;2021;19;REIMS;Mathématiques;109.5;Fille;243.6;42.9;14.2;21.3;24.2;19.2;11.3;9.7
485;2021;20;AMIENS;Mathématiques;109.2;Fille;237.9;42.0;17.4;23.8;23.9;16.8;9.9;8.1
487;2021;22;LIMOGES;Français;114.6;Ensemble;276.6;41.7;1.4;6.9;19.4;24.3;20.9;27.1
492;2021;22;LIMOGES;Mathématiques;114.6;Garçon;263.2;45.4;5.5;13.4;22.3;23.1;16.3;19.4
493;2021;23;NICE;Français;115.9;Ensemble;271.9;42.5;3.0;9.1;18.9;24.9;20.4;23.8
498;2021;23;NICE;Mathématiques;115.9;Garçon;262.4;49.2;7.7;13.8;21.2;21.2;15.2;20.8
500;2021;24;CRETEIL;Français;107.8;Fille;268.6;44.3;4.2;10.9;20.0;23.3;18.5;23.0
501;2021;24;CRETEIL;Français;107.8;Garçon;258.3;42.3;6.7;14.3;22.8;23.8;16.5;15.9
503;2021;24;CRETEIL;Mathématiques;107.8;Fille;234.1;46.2;22.8;22.6;21.9;15.6;8.5;8.6
506;2021;25;VERSAILLES;Français;123.1;Fille;279.5;47.3;3.1;7.7;16.5;21.4;19.7;31.6
510;2021;25;VERSAILLES;Mathématiques;123.1;Garçon;265.0;56.4;10.3;14.1;18.5;17.9;14.5;24.6
512;2021;27;CORSE;Français;110.3;Fille;271.6;45.1;3.3;11.3;19.0;22.5;18.6;25.4
513;2021;27;CORSE;Français;110.3;Garçon;257.2;39.7;4.9;16.7;24.5;23.5;16.0;14.4
517;2021;28;LA REUNION;Français;97.5;Ensemble;259.1;41.3;4.9;14.7;25.3;23.4;15.9;15.8
523;2021;31;MARTINIQUE;Français;104.8;Ensemble;257.8;39.7;5.2;13.9;25.9;24.4;16.6;14.0
534;2021;32;GUADELOUPE;Mathématiques;99.9;Garçon;228.4;45.9;28.6;21.6;22.2;13.2;6.8;7.7
535;2021;33;GUYANE;Français;87.6;Ensemble;237.9;39.8;16.4;21.3;27.3;17.6;10.6;6.8
537;2021;33;GUYANE;Français;87.6;Garçon;236.0;38.4;16.9;22.1;26.2;19.3;10.2;5.2
545;2021;43;MAYOTTE;Mathématiques;72.4;Fille;182.4;32.5;75.0;16.0;5.1;2.4;0.9;0.5
548;2021;70;NORMANDIE;Français;113.7;Fille;275.0;42.9;2.1;8.4;18.0;24.5;20.6;26.4
552;2021;70;NORMANDIE;Mathématiques;113.7;Garçon;262.6;48.2;7.1;14.0;21.6;21.5;15.5;20.3
554;2021;;NATIONAL;Français;115.2;Fille;276.9;44.7;2.7;7.7;17.4;23.1;20.7;28.4
559;2022;01;PARIS;Français;132.1;Ensemble;287.8;49.7;2.8;6.8;12.9;18.6;19.0;39.9
566;2022;02;AIX-MARSEILLE;Français;114.3;Fille;270.6;43.3;3.6;10.1;19.2;23.3;19.7;24.1
580;2022;04;BORDEAUX;Mathématiques;118.0;Ensemble;262.2;48.9;8.0;14.0;20.7;21.0;15.9;20.3
586;2022;06;CLERMONT-FERRAND;Mathématiques;114.3;Ensemble;266.4;49.2;6.6;12.4;19.5;21.9;17.3;22.3
593;2022;07;DIJON;Mathématiques;112.5;Fille;248.5;45.7;12.9;18.9;21.8;20.5;13.1;12.7
597;2022;08;GRENOBLE;Français;118.3;Garçon;269.8;42.1;3.1;10.4;19.5;23.5;20.0;23.5
601;2022;09;LILLE;Français;109.5;Ensemble;264.2;41.5;3.9;12.5;22.6;24.0;18.0;19.1
606;2022;09;LILLE;Mathématiques;109.5;Garçon;259.7;50.9;9.9;15.1;20.5;19.8;14.6;20.1
607;2022;10;LYON;Français;117.5;Ensemble;271.3;44.3;3.8;9.8;19.0;22.7;20.0;24.7
609;2022;10;LYON;Français;117.5;Garçon;266.7;44.2;4.8;11.7;20.2;22.6;19.0;21.7
619;2022;12;NANCY-METZ;Français;110.4;Ensemble;270.1;41.4;2.6;9.4;20.6;24.7;20.4;22.2
630;2022;13;POITIERS;Mathématiques;115.4;Garçon;264.4;49.4;7.4;12.7;20.7;21.8;15.9;21.6
634;2022;14;RENNES;Mathématiques;119.3;Ensemble;265.5;46.6;5.5;12.5;21.4;22.7;16.8;21.1
639;2022;15;STRASBOURG;Français;112.5;Garçon;266.8;41.9;3.9;11.2;21.4;23.1;19.5;20.9
656;2022;18;ORLEANS-TOURS;Français;113.8;Fille;274.4;41.1;1.9;7.9;18.7;25.2;20.7;25.6
658;2022;18;ORLEANS-TOURS;Mathématiques;113.8;Ensemble;256.3;47.9;9.4;17.0;22.3;20.1;14.4;16.8
662;2022;19;REIMS;Français;108.1;Fille;270.7;40.8;2.2;9.3;20.3;24.9;20.7;22.5
665;2022;19;REIMS;Mathématiques;108.1;Fille;245.0;44.0;13.9;20.3;23.8;19.1;11.8;11.0
668;2022;20;AMIENS;Français;108.9;Fille;267.1;40.8;2.8;11.4;21.4;25.4;19.0;20.0
680;2022;23;NICE;Français;113.9;Fille;273.4;42.0;2.6;8.4;19.2;23.9;20.8;25.2
689;2022;24;CRETEIL;Mathématiques;106.9;Fille;234.4;48.6;24.0;21.3;20.6;15.2;9.4;9.5
691;2022;25;VERSAILLES;Français;122.3;Ensemble;272.2;46.5;4.4;10.4;18.1;21.3;19.1;26.6
697;2022;27;CORSE;Français;110.1;Ensemble;263.4;42.7;4.8;13.2;21.1;23.2;19.5;18.2
713;2022;31;MARTINIQUE;Mathématiques;109.4;Fille;223.6;46.4;32.0;22.8;19.5;12.7;6.8;6.2
715;2022;32;GUADELOUPE;Français;103.5;Ensemble;253.3;41.1;8.4;16.7;23.8;22.9;15.1;13.1
730;2022;43;MAYOTTE;Mathématiques;78.6;Ensemble;183.2;34.2;74.1;14.7;6.7;2.8;1.1;0.5
731;2022;43;MAYOTTE;Mathématiques;78.6;Fille;181.1;32.4;76.7;13.6;6.5;2.1;0.7;0.3
737;2022;70;NORMANDIE;Mathématiques;112.9;Fille;247.6;45.9;13.3;19.4;23.0;19.4;12.2;12.7
743;2022;;NATIONAL;Mathématiques;114.8;Fille;249.1;48.7;14.1;18.2;21.8;18.8;12.7;14.4
752;2023;02;AIX-MARSEILLE;Français;115.1;Fille;270.5;44.4;3.6;10.7;20.0;23.2;19.2;23.3
756;2023;02;AIX-MARSEILLE;Mathématiques;115.1;Garçon;263.8;52.0;8.7;14.4;19.8;19.0;15.3;22.8
764;2023;04;BORDEAUX;Français;119.2;Fille;278.0;43.7;2.1;7.6;17.0;23.5;21.4;28.4
768;2023;04;BORDEAUX;Mathématiques;119.2;Garçon;276.1;51.0;4.9;10.0;17.2;20.1;18.2;29.7
771;2023;06;CLERMONT-FERRAND;Français;116.0;Garçon;269.9;42.4;3.4;10.3;19.7;24.0;20.4;22.2
777;2023;07;DIJON;Français;113.7;Garçon;263.1;41.1;4.8;12.2;22.9;24.2;18.1;17.9
778;2023;07;DIJON;Mathématiques;113.7;Ensemble;259.7;48.9;9.4;15.4;20.8;20.0;15.1;19.3
779;2023;07;DIJON;Mathématiques;113.7;Fille;252.1;46.4;11.7;17.6;22.9;20.0;12.9;15.0
790;2023;09;LILLE;Mathématiques;110.9;Ensemble;256.2;49.9;11.5;17.0;20.6;18.7;14.0;18.2
791;2023;09;LILLE;Mathématiques;110.9;Fille;248.7;47.5;14.2;19.6;21.8;18.1;12.4;14.0
794;2023;10;LYON;Français;119.1;Fille;275.4;45.0;3.2;8.5;18.2;22.9;20.1;27.2
797;2023;10;LYON;Mathématiques;119.1;Fille;259.5;49.8;10.5;15.4;19.3;19.4;15.5;19.9
802;2023;11;MONTPELLIER;Mathématiques;113.7;Ensemble;257.3;49.5;10.8;16.4;20.4;19.1;15.0;18.4
804;2023;11;MONTPELLIER;Mathématiques;113.7;Garçon;266.0;49.9;7.7;13.2;18.7;20.1;17.5;22.8
807;2023;12;NANCY-METZ;Français;111.3;Garçon;264.3;40.0;3.7;11.7;22.7;25.2;18.9;17.8
808;2023;12;NANCY-METZ;Mathématiques;111.3;Ensemble;262.4;48.7;7.8;15.0;21.0;20.1;15.4;20.7
825;2023;15;STRASBOURG;Français;113.3;Garçon;264.8;42.4;4.5;12.3;21.7;23.2;19.3;18.9
832;2023;16;TOULOUSE;Mathématiques;121.0;Ensemble;270.1;51.5;6.9;11.9;18.2;19.9;17.1;26.0
833;2023;16;TOULOUSE;Mathématiques;121.0;Fille;262.1;50.0;8.9;14.3;20.2;20.0;15.8;20.7
838;2023;17;NANTES;Mathématiques;120.8;Ensemble;271.7;48.5;5.0;11.0;18.9;21.2;18.1;25.9
847;2023;19;REIMS;Français;109.6;Ensemble;265.3;41.9;4.1;11.8;22.5;23.9;18.5;19.3
857;2023;20;AMIENS;Mathématiques;109.9;Fille;243.2;45.2;15.9;22.0;22.5;17.6;10.9;11.1
863;2023;22;LIMOGES;Mathématiques;114.9;Fille;252.5;43.9;9.9;17.9;24.4;20.9;13.2;13.8
866;2023;23;NICE;Français;114.6;Fille;273.6;43.5;2.8;9.1;19.0;23.7;20.6;24.8
878;2023;25;VERSAILLES;Français;123.9;Fille;274.9;47.5;4.0;9.7;17.8;21.8;19.0;27.8
886;2023;27;CORSE;Mathématiques;110.2;Ensemble;245.8;49.1;17.0;20.1;20.9;16.1;12.8;13.2
891;2023;28;LA REUNION;Français;98.6;Garçon;254.1;40.2;6.9;17.4;25.5;23.4;13.7;13.1
894;2023;28;LA REUNION;Mathématiques;98.6;Garçon;250.2;50.2;14.9;19.6;19.9;17.6;12.3;15.8
902;2023;32;GUADELOUPE;Français;104.9;Fille;254.9;41.0;8.0;16.6;24.0;23.2;14.9;13.4
903;2023;32;GUADELOUPE;Français;104.9;Garçon;247.4;40.2;10.5;18.7;25.7;22.7;12.5;9.8
907;2023;33;GUYANE;Français;92.8;Ensemble;235.9;39.2;17.4;24.8;25.0;16.8;10.2;5.9
911;2023;33;GUYANE;Mathématiques;92.8;Fille;201.1;41.5;55.7;21.2;12.8;4.6;3.2;2.4
913;2023;43;MAYOTTE;Français;75.1;Ensemble;203.2;36.8;52.5;22.7;13.5;7.0;2.9;1.4
917;2023;43;MAYOTTE;Mathématiques;75.1;Fille;180.9;30.4;77.6;14.8;4.9;1.8;0.6;0.3
920;2023;70;NORMANDIE;Français;113.8;Fille;269.2;43.0;3.5;10.3;21.1;24.2;18.8;22.2
922;2023;70;NORMANDIE;Mathématiques;113.8;Ensemble;257.3;49.2;10.8;16.0;20.7;19.4;14.5;18.5
923;2023;70;NORMANDIE;Mathématiques;113.8;Fille;249.1;46.6;13.8;18.7;22.0;18.7;13.0;13.7
926;2023;;NATIONAL;Français;116.0;Fille;272.5;44.6;3.6;9.5;19.2;23.2;19.7;24.9
931;2024;01;PARIS;Français;136.9;Ensemble;288.5;51.3;3.1;6.5;12.9;19.1;19.4;39.0
933;2024;01;PARIS;Français;136.9;Garçon;282.8;50.8;4.2;7.6;14.3;19.3;19.4;35.1
934;2024;01;PARIS;Mathématiques;136.9;Ensemble;284.4;59.3;6.2;9.5;14.0;16.2;16.4;37.7
938;2024;02;AIX-MARSEILLE;Français;115.4;Fille;270.0;46.0;4.4;11.0;19.5;22.9;18.5;23.8
942;2024;02;AIX-MARSEILLE;Mathématiques;115.4;Garçon;264.2;53.1;9.7;13.6;19.1;18.3;15.9;23.3
943;2024;03;BESANCON;Français;112.0;Ensemble;270.2;41.4;2.6;9.6;20.8;25.4;20.2;21.4
958;2024;06;CLERMONT-FERRAND;Mathématiques;116.7;Ensemble;270.3;49.2;5.4;12.4;18.9;20.6;17.2;25.4
969;2024;08;GRENOBLE;Français;120.2;Garçon;266.2;41.9;4.0;11.5;21.5;23.9;18.8;20.4
970;2024;08;GRENOBLE;Mathématiques;120.2;Ensemble;268.3;51.2;7.3;12.6;18.5;20.4;16.3;24.9
997;2024;13;POITIERS;Français;117.2;Ensemble;269.0;42.0;3.3;10.1;21.1;24.8;19.2;21.4
1001;2024;13;POITIERS;Mathématiques;117.2;Fille;252.2;45.5;10.7;18.2;23.2;20.5;13.3;14.1
1002;2024;13;POITIERS;Mathématiques;117.2;Garçon;271.6;49.8;6.0;10.9;17.7;20.7;19.0;25.7
1011;2024;15;STRASBOURG;Français;114.0;Garçon;264.6;42.5;4.9;11.6;21.5;24.2;19.2;18.7
1014;2024;15;STRASBOURG;Mathématiques;114.0;Garçon;276.2;51.9;5.3;10.5;16.5;20.0;17.8;29.8
1031;2024;18;ORLEANS-TOURS;Mathématiques;115.2;Fille;252.5;46.9;11.3;18.0;22.6;19.8;13.8;14.6
1032;2024;18;ORLEANS-TOURS;Mathématiques;115.2;Garçon;270.4;50.0;5.9;11.7;18.8;21.1;17.1;25.3
1033;2024;19;REIMS;Français;110.6;Ensemble;265.8;42.0;4.0;11.5;22.6;23.7;18.9;19.3
1034;2024;19;REIMS;Français;110.6;Fille;269.6;42.2;3.3;10.0;20.9;24.1;20.0;21.7
1036;2024;19;REIMS;Mathématiques;110.6;Ensemble;255.0;49.3;12.0;16.4;21.0;19.4;14.1;17.3
1038;2024;19;REIMS;Mathématiques;110.6;Garçon;264.0;50.1;8.3;13.4;19.9;19.7;16.7;21.9
1042;2024;20;AMIENS;Mathématiques;110.5;Ensemble;251.5;48.7;13.1;19.0;20.8;18.8;12.4;15.8
1044;2024;20;AMIENS;Mathématiques;110.5;Garçon;260.9;50.2;9.5;15.0;20.5;19.6;14.5;20.8
1046;2024;22;LIMOGES;Français;115.2;Fille;275.8;43.5;2.2;8.7;18.5;23.2;21.0;26.4
1047;2024;22;LIMOGES;Français;115.2;Garçon;265.0;40.6;3.8;11.3;21.7;26.8;18.8;17.7
1051;2024;23;NICE;Français;115.3;Ensemble;268.1;44.1;4.3;11.0;20.6;23.7;18.6;21.8
1054;2024;23;NICE;Mathématiques;115.3;Ensemble;261.0;50.5;9.6;15.1;19.7;19.5;15.4;20.7
1055;2024;23;NICE;Mathématiques;115.3;Fille;253.3;48.3;11.9;18.1;21.0;19.0;13.7;16.3
1059;2024;24;CRETEIL;Français;109.2;Garçon;253.5;44.7;9.9;16.5;22.8;21.5;14.9;14.4
1062;2024;24;CRETEIL;Mathématiques;109.2;Garçon;253.6;54.1;14.4;17.1;19.4;17.4;13.1;18.5
1070;2024;27;CORSE;Français;110.6;Fille;267.8;40.7;3.0;9.6;22.0;25.9;19.6;20.0
1073;2024;27;CORSE;Mathématiques;110.6;Fille;241.6;44.1;17.9;19.7;23.5;17.9;11.4;9.6
1083;2024;31;MARTINIQUE;Français;111.6;Garçon;248.2;40.0;9.4;18.7;25.3;23.5;13.6;9.5
1086;2024;31;MARTINIQUE;Mathématiques;111.6;Garçon;237.1;47.5;22.5;20.3;21.2;17.3;9.0;9.6
1087;2024;32;GUADELOUPE;Français;106.4;Ensemble;251.3;40.1;8.2;18.7;24.8;22.6;13.9;11.8
1089;2024;32;GUADELOUPE;Français;106.4;Garçon;247.7;39.0;9.8;19.8;25.1;22.2;12.9;10.2
1091;2024;32;GUADELOUPE;Mathématiques;106.4;Fille;224.5;45.3;33.1;22.8;19.0;11.5;6.9;6.7
1102;2024;43;MAYOTTE;Mathématiques;74.4;Ensemble;181.8;34.7;77.0;13.1;5.5;2.5;1.2;0.8
1116;2024;;NATIONAL;Mathématiques;116.8;Garçon;270.5;53.9;8.0;11.7;17.3;19.1;16.6;27.3
1;2019;01;PARIS;Français;129.4;Ensemble;281.1;53.5;5.7;7.8;13.8;17.9;17.7;37.0
2;2019;01;PARIS;Français;129.4;Fille;286.5;53.7;4.7;7.1;12.8;16.8;17.3;41.3
17;2019;03;BESANCON;Mathématiques;113.1;Fille;263.3;41.5;3.4;12.6;24.3;24.4;17.7;17.5
32;2019;07;DIJON;Français;112.9;Fille;269.3;43.9;4.3;9.8;19.5;23.3;19.7;23.3
33;2019;07;DIJON;Français;112.9;Garçon;261.1;41.9;6.1;11.7;22.8;24.4;16.7;18.2
38;2019;08;GRENOBLE;Français;118.5;Fille;273.1;43.9;3.9;8.7;17.8;22.1;20.8;26.8
42;2019;08;GRENOBLE;Mathématiques;118.5;Garçon;278.3;45.9;2.2;7.5;17.6;23.9;20.0;28.8
47;2019;09;LILLE;Mathématiques;108.4;Fille;253.8;42.7;7.8;16.8;25.0;22.3;14.5;13.6
50;2019;10;LYON;Français;117.7;Fille;272.4;46.6;5.1;9.2;17.6;21.6;19.2;27.3
53;2019;10;LYON;Mathématiques;117.7;Fille;263.9;45.5;5.5;11.8;22.0;24.3;17.2;19.3
56;2019;11;MONTPELLIER;Français;112.2;Fille;265.6;44.1;5.7;11.1;20.8;22.2;18.6;21.6
57;2019;11;MONTPELLIER;Français;112.2;Garçon;256.2;43.8;8.0;14.5;23.3;22.5;15.8;16.0
64;2019;12;NANCY-METZ;Mathématiques;110.7;Ensemble;265.5;44.6;4.8;11.9;22.1;23.3;17.8;20.1
67;2019;13;POITIERS;Français;114.8;Ensemble;265.7;42.7;5.1;10.2;21.1;24.3;18.6;20.7
80;2019;15;STRASBOURG;Français;113.7;Fille;268.9;45.2;5.2;10.6;19.2;22.1;18.4;24.4
82;2019;15;STRASBOURG;Mathématiques;113.7;Ensemble;265.7;45.6;4.7;11.7;22.5;23.1;17.4;20.6
84;2019;15;STRASBOURG;Mathématiques;113.7;Garçon;271.7;46.7;3.2;9.7;20.8;23.0;18.7;24.6
86;2019;16;TOULOUSE;Français;119.4;Fille;274.1;45.7;4.3;8.6;17.5;21.6;20.2;27.9
90;2019;16;TOULOUSE;Mathématiques;119.4;Garçon;278.4;46.8;2.5;7.2;17.5;23.9;20.5;28.4
94;2019;17;NANTES;Mathématiques;118.0;Ensemble;271.9;42.7;2.5;8.7;19.7;25.4;20.6;23.1
105;2019;19;REIMS;Français;108.7;Garçon;258.4;42.2;6.8;14.1;22.7;23.0;17.2;16.3
108;2019;19;REIMS;Mathématiques;108.7;Garçon;265.7;46.4;4.7;12.4;21.5;23.5;17.2;20.6
110;2019;20;AMIENS;Français;108.3;Fille;263.3;42.7;5.3;12.3;22.0;23.7;16.9;19.8
118;2019;22;LIMOGES;Mathématiques;113.0;Ensemble;263.3;42.0;4.0;11.7;24.0;24.9;17.5;17.9
136;2019;25;VERSAILLES;Mathématiques;123.4;Ensemble;263.6;49.5;7.1;13.6;20.9;21.3;16.1;21.1
139;2019;27;CORSE;Français;109.2;Ensemble;256.5;42.7;7.8;15.0;22.9;23.0;15.1;16.2
141;2019;27;CORSE;Français;109.2;Garçon;251.3;40.3;9.6;14.6;26.4;22.3;14.6;12.5
145;2019;28;LA REUNION;Français;96.7;Ensemble;243.6;45.4;15.9;21.0;23.0;16.6;11.7;11.8
163;2019;33;GUYANE;Français;87.3;Ensemble;217.9;46.9;35.9;23.4;17.4;11.4;6.8;5.1
164;2019;33;GUYANE;Français;87.3;Fille;217.3;48.2;37.1;22.6;17.3;11.1;6.5;5.4
165;2019;33;GUYANE;Français;87.3;Garçon;218.9;44.9;33.9;24.7;17.7;11.9;7.2;4.6
167;2019;33;GUYANE;Mathématiques;87.3;Fille;209.6;43.5;43.8;24.5;15.7;9.4;2.8;3.8
172;2019;43;MAYOTTE;Mathématiques;72.6;Ensemble;182.8;42.9;69.1;19.1;7.8;2.5;0.9;0.6
177;2019;70;NORMANDIE;Français;112.9;Garçon;257.8;42.0;6.9;13.1;23.6;23.5;17.2;15.7
185;2019;;NATIONAL;Mathématiques;114.6;Fille;257.5;44.9;7.4;14.9;23.5;22.8;15.5;16.0
191;2020;01;PARIS;Mathématiques;129.9;Fille;276.4;56.0;6.5;10.6;17.0;18.7;15.8;31.5
197;2020;02;AIX-MARSEILLE;Mathématiques;113.8;Fille;249.6;44.9;11.2;18.8;24.7;20.0;12.2;13.2
198;2020;02;AIX-MARSEILLE;Mathématiques;113.8;Garçon;261.4;49.2;7.6;14.8;21.7;20.9;15.2;19.8
200;2020;03;BESANCON;Français;113.3;Fille;276.4;41.6;1.8;7.1;17.5;25.6;21.3;26.7
202;2020;03;BESANCON;Mathématiques;113.3;Ensemble;266.0;45.8;4.3;13.2;22.3;22.6;16.3;21.3
